,,,,,,0101,0102,0103,0104,0105,0201,0202,0203,0204,0301,0302,0303,0401,0402,0501,0502,0503,0601,0602,0701,0702,0703,0704,0705,0706,0707,,,,,,,,,,,,,,,,,,,,,,,,,,
 CO,Todo es Ciencia,"Iniciativas de conformación de comunicación científica, apoyadas en plataformas para socializar el conocimiento",https://divulgacion.minciencias.gov.co/,atencionalciudadano@minciencias.gov.co,"0203,0401,0601,0706",,,,,,,,x,,,,,x,,,,,x,,,,,,,x,,,,,,,,,0203,,,,,0401,,,,,0601,,,,,,,0706,
 CO," Política de ética, bioética e integridad científica para Colombia","Contar con lineamientos mínimos que orienten a todos los actores del Sistema Nacional de Ciencia, Tecnología e Innovación (SNCTeI) para generar, transferir y aplicar conocimiento pertinente para el país",https://minciencias.gov.co/sites/default/files/upload/noticias/politica-etica.pdf,atencionalciudadano@minciencias.gov.co,"0503,0601,0702",,,,,,,,,,,,,,,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,0503,0601,,,0702,,,,,
CR,Evaluación de Revistas Científicas,"Es una herramienta para la medición de la calidad de las revistas Costarricenses por medio de indicadores organizados en categorías. Su propósito es Medir la calidad de las revistas en aspectos de rigurosidad, sistematicidad, originalidad y posibilidad de comprobación del contenido de los artículos, considerando para ello la gestión editorial, la visibilidad y el contenido.",https://conocimientoabierto.conare.ac.cr/index.php/evaluacion-de-revistas/ ,conocimientoabierto@conare.ac.cr,"0101,0501,0706",x,,,,,,,,,,,,,,x,,,,,,,,,,x,,0101,,,,,,,,,,,,,,0501,,,,,,,,,,0706,
CR,RDA Costa Rica Node,"El propósito del Grupo Costa Rica es el de ser un puente entre la comunidad de RDA y aquellas personas que forman parte de universidades, instituciones, grupos de trabajo o de algún proyecto que busquen generar, vincular, compartir y reutilizar datos de investigación desde la práctica de datos abiertos,en Costa Rica y en la región. Además, por su contexto geográfico y político, Costa Rica puede servir de puente entre países del Caribe, Norte, Sur y Centroamérica, para mejorar la comunicación, facilitar el intercambio de recursos y capacidades técnicas.",https://www.rd-alliance.org/groups/rda-costa-rica,conocimientoabierto@conare.ac.cr,"0102,0401,0503,0701,0702,0703,0705",,x,,,,,,,,,,,x,,,,x,,,x,x,x,,x,,,,0102,,,,,,,,,,,0401,,,,0503,,,0701,0702,0703,,0705,,
CR,Evaluación de Repositorios,Es un instrumento para autoevaluar los repositorios que integran Kímuk.,https://conocimientoabierto.conare.ac.cr/index.php/evaluacion-de-repositorios/,conocimientoabierto@conare.ac.cr,"0101,0102,0103,0401,0701,0702,0705",x,x,x,,,,,,,,,,x,,,,,,,x,x,,,x,,,0101,0102,0103,,,,,,,,,,0401,,,,,,,0701,0702,,,0705,,
CR,Procesos de capacitación en Ciencia Abierta,"En temas como: gestión editorial, ciencia abierta, gestión de datos de investigación, revisión por pares abierta, escritura científica, uso de licencias de acceso abierto, sistemas CRIS, entre otros.
",https://conocimientoabierto.conare.ac.cr/index.php/evaluacion-de-revistas/ ,conocimientoabierto@conare.ac.cr,"0101,0102,0103,0104,0105,0201,0202,0203,0204,0301,0302,0303,0401,0402,0501,0502,0503,0703",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,,,,0101,0102,0103,0104,0105,0201,0202,0203,0204,0301,0302,0303,0401,0402,0501,0502,0503,,,,,0703,,,,
CR,Estado de la gestión de datos de investigación,"Es un estado que permite analizar las prácticas y percepciones de las personas investigadoras, sobre gestión de datos de investigación en cada universidad perteneciente a CONARE.",https://conocimientoabierto.conare.ac.cr/,conocimientoabierto@conare.ac.cr,"0102,0401,0705",,x,,,,,,,,,,,x,,,,,,,,,,,x,,,,0102,,,,,,,,,,,0401,,,,,,,,,,,0705,,
CR,LATINDEX Costa Rica,"El Directorio Latindex es una lista de la totalidad de las revistas de cada uno de los países miembros del sistema. Todas las revistas tienen derecho a ser incluidas; el único requisito es que la revista tenga ISSN. El Catálogo Latindex contiene las revistas que han cumplido con los requisitos de calificación, y por ende se consideran revistas con procesos reconocidos de gestión editorial y de contenidos.",https://ucrindex.ucr.ac.cr/sistema-de-evaluacion-de-revistas/evaluacion-latindex-para-revistas-en-costa-rica/,revistas@ucr.ac.cr,"0101,0701,0702,0705",x,,,,,,,,,,,,,,,,,,,x,x,,,x,,,0101,,,,,,,,,,,,,,,,,,,0701,0702,,,0705,,
CR,SciELO Costa Rica,"Es un índice enfocado en orientar y fortalecer el desarrollo de la calidad científica de la Colección SciELO, y contribuir al aumento sostenible de su visibilidad e impacto como un todo e individualmente de las revistas que indexa y publica, de acuerdo con los estándares internacionales de indexación, publicación, interoperabilidad y evaluación del rendimiento de las revistas de calidad.",https://www.scielo.sa.cr/scielo.php,mmorales@.binasss.sa.cr,"0101,0104,0702",x,,,x,,,,,,,,,,,,,,,,,x,,,,,,0101,,,0104,,,,,,,,,,,,,,,,,0702,,,,,
CR,"Kímuk, Repositorio Nacional de Costa Rica","El repositorio Nacional Kímuk es una herramienta de acceso abierto impulsada por el Consejo Nacional de Rectores (CONARE) cuyo objetivo es ofrecer acceso en línea a la producción académica y científica nacional como un insumo crucial para el desarrollo científico y tecnológico del país y por ello su visibilidad y acceso debe ser prioritaria. A su acervo se pueden sumar otros repositorios institucionales que cumplan las normas establecidas y por ello invitamos a otras organizaciones a unirse a esta misión. El vocablo Kímuk significa cooperación en lengua Bribri, uno de los grupos indígenas de Costa Rica. El nombre resume una forma de entender la vida y refleja, como otros conceptos de esta cultura, la importancia del trabajo en equipo y la colaboración para lograr metas comunes.",https://kimuk.conare.ac.cr/,kimuk@conare.ac.cr,"0101,0102,0103,0104,0105,0201,0301,0401,0702",x,x,x,x,x,x,,,,x,,,x,,,,,,,,x,,,,,,0101,0102,0103,0104,0105,0201,,,,0301,,,0401,,,,,,,,0702,,,,,
CR,"Sistema de Información Nacional de Ciencia y Tecnología
",El CONARE y el SINCYT tienen herramientas para evaluar el rendimiento individual e institucional y recoger datos relevantes del sistema CTI de manera centralizada.,https://www.sincyt.go.cr/,maria.brenes@micit.go.cr ,"0202,0701,0704",,,,,,,x,,,,,,,,,,,,,x,,,x,,,,,,,,,,0202,,,,,,,,,,,,,0701,,,0704,,,
CR,Declaración de Ciencia Abierta de las universidades públicas.,"Es un documento donde las 5 universidades públicas de Costa Rica, que son las que generan más del 80% de la investigación de Costa Rica, abrazan en conjunto los pilares que la recomendación de la UNESCO sobre Ciencia Abierta promueve para implementar la Ciencia Abierta en Costa Rica.",https://conocimientoabierto.conare.ac.cr/,conocimientoabierto@conare.ac.cr,"0501,0701,0704",,,,,,,,,,,,,,,x,,,,,x,,,x,,,,,,,,,,,,,,,,,,0501,,,,,0701,,,0704,,,
CR,LA Referencia ,,https://www.lareferencia.info/es/nodos/costa-rica,kimuk@conare.ac.cr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CL,Política de Acceso Abierto a Información Científica y a Datos de Investigación Financiados con Fondos Públicos de la ANID,"La Política de Acceso Abierto a Información Científica y a Datos de Investigación financiados con fondos públicos de la ANID responde a la función del Ministerio de CTCI de “promover el acceso abierto a los resultados generados por la investigación financiada con recursos públicos” (Ley núm. 21.105) y gatilló la Infraestructura Nacional de Acceso (INA). Busca asegurar la disponibilidad del conocimiento científico contenido en publicaciones, datos de investigación y tesis; fortalecer la democratización del acceso al conocimiento de todos los ciudadanos y todas las ciudadanas; disponer de estándares mínimos de transparencia y rendición de cuentas a la ciudadanía, y contribuir a la trazabilidad de los resultados obtenidos con los instrumentos de la ANID. Entró en vigor en 2022 y sus obligaciones se han ido incorporando de forma progresiva en los instrumentos de la ANID https://acceso-abierto.anid.cl/componentes/instrumentosanid_y_paa/ ",https://acceso-abierto.anid.cl/,cienciaabierta@anid.cl,"0101,0102,0103,0601,0701,0702",X,X,X,,,,,,,,,,,,,,,X,,X,X,,,,,,0101,0102,0103,,,,,,,,,,,,,,,0601,,0701,0702,,,,,
 CL,Infraestructura Nacional de Acceso a la Información Científica (INA),"La Infraestructura Nacional de Acceso a la Información Científica (INA) se concibe como un sistema público de alcance nacional que busca promover la circulación y uso del conocimiento con estándares internacionales de acceso abierto. Cuenta con mecanismos de colaboración y articulación público-privada entre la Agencia Nacional de Investigación y Desarrollo (ANID), la Corporación CINCEL, el Consejo de Rectores de las Universidades Chilenas (CRUCH) y la Corporación de Universidades Privadas (CUP), cuyos representantes firmaron en octubre de 2021 un Memorándum de Entendimiento para establecer y operar la Red de Apoyo a la Infraestructura Nacional de Acceso. Su principal desafío es democratizar el acceso y uso de conocimiento científico por parte de la comunidad científica, la sociedad civil, el Estado, la industria y la ciudadanía, al reducir brechas de desigualdad, responder a las demandas regionales y promover la descentralización. También pretende fomentar un cambio cultural; una nueva forma de acceder, gestionar y utilizar el conocimiento que se genera con fondos públicos, potenciando el papel de las bibliotecas universitarias y reduciendo la dependencia de la oferta de editoriales extranjeras. Forman parte de la INA: el Nodo Chile, la colección de revistas científicas de ScIELO-Chile, el Programa BEIC, y los servicios Repositorio de Producción Científica, Portal del Investigador y DataCiencia de ANID.",https://acceso-abierto.anid.cl/componentes/ina/,cienciaabierta@anid.cl,"0101,0102,0103,0401,0502,0701,0702,0703,0704,0706",X,X,X,,,,,,,,,,X,,,X,,,,X,X,X,X,,X,,0101,0102,0103,,,,,,,,,,0401,,,0502,,,,0701,0702,0703,0704,,0706,
 CL,Firma Memorándum de Entendimiento Red de Apoyo a la Infraestructura Nacional de Acceso a la Información,"En octubre de 2021, los representantes de la Agencia Nacional de Investigación y Desarrollo (ANID), la Corporación CINCEL, el Consejo de Rectores de las Universidades Chilenas (CRUCH) y la Corporación de Universidades Privadas (CUP) firmaron un Memorándum de Entendimiento para establecer y operar la Red de Apoyo a la Infraestructura Nacional de Acceso a la Información Científica que cuenta con las siguientes instancias como mecanismo de articulación: el Consejo Asesor, la Asamblea de Participantes y los Comités Técnicos Asesores de Tecnología y de Selección de Contenidos. ",https://s3.amazonaws.com/documentos.anid.cl/AccesoAbierto/MoU-Red-de-Apoyo-a-la-INA.pdf,cienciaabierta@anid.cl,"0601,0701,0702",,,,,,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,0601,,0701,0702,,,,,
 CL,Repositorio de Producción Científica de la ANID,"El Repositorio de Producción Científica de la ANID es un servicio digital de información iniciado en 2012, parte de la Infraestructura Nacional de Acceso (INA), que difunde, administra y preserva la producción científica resultante de los diferentes instrumentos financiados por la ANID. Facilita el acceso y disponibilidad a sus más de 70.000 recursos, ya que todos ellos están en modalidad de acceso abierto (libre y gratuito). Se pueden encontrar documentos como artículos, capítulos de libros, patentes, materiales audiovisuales, materiales cartográficos, software, libros, manuscritos aceptados, informes finales, ponencias, tesis, plan de gestión de datos y datos de investigación.",https://repositorio.anid.cl/home,inforepo@anid.cl,"0101,0102,0103,0104,0401,0502,0503,0701,0702,0703,0705,0706",X,X,X,X,,,,,,,,,X,,,X,X,,,X,X,X,,X,X,,0101,0102,0103,0104,,,,,,,,,0401,,,0502,0503,,,0701,0702,0703,,0705,0706,
 CL,SciELO Chile,"ScIELO Chile es una plataforma en línea de acceso abierto que indiza, deja disponible y disemina en línea los textos completos de revistas científicas chilenas digitales en todas las áreas del conocimiento que utilizan evaluación por pares de los manuscritos que reciben. Fue una de las primeras opciones de la ANID en 1998 en materia de comunicación científica. Este servicio es un estándar nacional de calidad para este tipo de publicaciones, ya que su metodología contribuye a mejorar los procesos editoriales y de esta manera se constituye como un patrimonio científico-cultural que permite su transferencia directa a investigadores e investigadoras, estudiantes y público en general. SciELO Chile es una de las plataformas integrantes de la Infraestructura Nacional de Acceso (INA) y se vincula de forma directa con la Política de Acceso Abierto a la Información Científica y a Datos de Investigación, puesto esta normativa indica que aquellos/as autores/as que publiquen en SciELO Chile quedan exentos del mandato de depósito. En DataCiencia se puede encontrar toda la colección de las revistas indizadas con diversos indicadores que muestran el comportamiento de las revistas chilenas desde su ingreso a la fecha.",https://www.scielo.cl/,scielo@anid.cl,"0101,0102,0103,0401,0502,0503,0701,0702,0703,0704,0705",X,X,X,,,,,,,,,,X,,,X,X,,,X,X,X,X,X,,,0101,0102,0103,,,,,,,,,,0401,,,0502,0503,,,0701,0702,0703,0704,0705,,
 CL,Portal del Investigador,"El Portal del Investigador es un sistema de registro y auto-actualización curricular de investigadoras e investigadores con filiación Chile en que se da cuenta de la experiencia profesional, académica y productividad científica. Es una fuente de datos útil y confiable que permite buscar expertas y expertos pares por disciplina, resultados de investigación y colaboraciones, así también de visibilizar el trabajo investigativo. Es una de las plataformas integrantes de la Infraestructura Nacional de Acceso (INA).",https://investigadores.anid.cl/,serviciosrec@anid.cl,"0101,0102,0103,0401,0502,0503,0701,0702,0703,0705",X,X,X,,,,,,,,,,X,,,X,X,,,X,X,X,,X,,,0101,0102,0103,,,,,,,,,,0401,,,0502,0503,,,0701,0702,0703,,0705,,
 CL,DataCiencia,"DataCiencia es una plataforma de acceso abierto de la ANID operativa desde 2016 y que representa en múltiples dimensiones la producción científica chilena a partir de los datos de las publicaciones indizadas en Web of Science, Scopus y en la colección SciELO Chile. Su función es visualizar y facilitar indicadores de producción científica nacional de manera gratuita, a escala nacional, regional, disciplinar y por género. DataCiencia es una plataforma integrante de la Infraestructura Nacional de Acceso (INA).",https://dataciencia.anid.cl/,productividad@anid.cl,"0101,0102,0103,0401,0502,0503,0701,0702,0703,0705,0707",X,X,X,,,,,,,,,,X,,,X,X,,,X,X,X,,X,,X,0101,0102,0103,,,,,,,,,,0401,,,0502,0503,,,0701,0702,0703,,0705,,0707
 CL,Biblioteca Electrónica de Información Científica (BEIC),"El Programa BEIC iniciado en 2008 y cofinanciado hasta 2011 entre la Conicyt (hoy ANID) y las 25 universidades socias de la Corporación Cincel tiene como objetivo entregar acceso gratuito a través de internet a los textos completos de un conjunto de más de cuatro mil revistas científicas y tecnológicas en formato electrónico y en más de cien áreas disciplinarias, de ocho editoriales internacionales. Es parte de la Infraestructura Nacional de Acceso a Información Científica (INA) y fue el primer paso para constituir en Chile un sistema nacional de acceso a la información científica electrónica, abierto a todas las instituciones que desarrollen actividades de investigación en ciencia, tecnología e innovación. Hoy participan en el Programa BEIC 104 instituciones (48 universidades, 36 servicios públicos, dos institutos profesionales y 18 centros de investi- gación y fundaciones).",https://beic.cl/,beic@anid.cl,"0101,0102,0103,0401,0502,0503,0701,0702,0703",X,X,X,,,,,,,,,,X,,,X,X,,,X,X,X,,,,,0101,0102,0103,,,,,,,,,,0401,,,0502,0503,,,0701,0702,0703,,,,
 CL,Consorcio ORCID-Chile,"Constituido en marzo de 2022, el Consorcio ORCID-Chile busca extender el uso de identificadores persistentes en la comunidad CTCI proveyendo de un punto de articulación de esfuerzos personales e institucionales que permita acelerar la curva de adopción y uso de ORCID y de otros ID. Este consorcio, que hoy agrupa a 22 universidades y a la Agencia Nacional de Investigación y Desarrollo (ANID) brinda la oportunidad de integrar sus sistemas locales de información con ORCID y constituir un espacio institucional de intercambio de experiencias y recursos, alineado con los esfuerzos de la implementación de la Infraestructura Nacional de Acceso (INA). ",https://cincel.cl/iniciativas/orcid ,secretariaejecutiva@cincel.cl,"0101,0102,0103,0401,0502,0602,0701,0702,0703,0704",X,X,X,,,,,,,,,,X,,,X,,,X,X,X,X,X,,,,0101,0102,0103,,,,,,,,,,0401,,,0502,,,0602,0701,0702,0703,0704,,,
 CL,"Nodo Chile
(EN PROCESO)",El Nodo Chile es un servicio de búsqueda y recuperación de información creado por las universidades chilenas y la Agencia Nacional de Investigación y Desarrollo (ANID) que permite a cualquier persona en forma rápida y sencilla encontrar los contenidos alojados en los repositorios nacionales. El Nodo Chile es uno de los componentes de la Infraestructura Nacional de Acceso a la Información Científica (INA) y como punto único de acceso permite ahorrar tiempo en las búsquedas. ,www.espaciociencia.cl,cienciaabierta@anid.cl,"0101,0102,0103,0401,0502,0503,0601,0701,0702,0703,0704,0706",X,X,X,,,,,,,,,,X,,,X,X,X,,X,X,X,X,,X,,0101,0102,0103,,,,,,,,,,0401,,,0502,0503,0601,,0701,0702,0703,0704,,0706,
 CL,Directrices de Metadatos y Mecanismos de Interoperabilidad,Documento que entrega lineamientos en materia de uso de metadatos para la descripción de los objetos digitales albergados en los repositorios institucionales y señala formas de interoperar con el Repositorio de Producción Científica de la ANID. Es el primer paso en la constitución del Nodo Nacional de Acceso e invita a las instituciones a participar desde sus propias capacidades y respetando su autonomía para decidir qué objetos digitales desea poner en común para aumentar la visibilidad y el impacto de sus logros en materia de CTCI.,https://acceso-abierto.anid.cl/wp-content/uploads/sites/4/2024/05/Metadatos_para_la_Interoperabilidad_de_los_Repositorios_2024.pdf,cienciaabierta@anid.cl,"0101,0102,0401,0502,0503,0601,0701,0702,0703,0704,0706",X,X,,,,,,,,,,,X,,,X,X,X,,X,X,X,X,,X,,0101,0102,,,,,,,,,,,0401,,,0502,0503,0601,,0701,0702,0703,0704,,0706,
 CL,InES Ciencia Abierta,"El InES Ciencia Abierta es un instrumento de financiación otorgado por la ANID desde el año 2021 que busca la implementación de procesos de gestión del cambio que resulten en la instalación de capacidades permanentes en las universidades chilenas para gestionar el conocimiento generado (información científica y datos de investigación) de acuerdo con la Política de Acceso Abierto de la ANID y estándares internacionales. Tiene cuatro áreas de desarrollo: gobernanza y políticas, infraestructura y servicios, entrenamiento y capacitación, y difusión y redes.",https://acceso-abierto.anid.cl/componentes/inescienciaabierta/,cienciaabierta@anid.cl,"0101,0102,0103,0401,0501,0502,0503,0602,0701,0702,0703,0704,0705,0706,0707",X,X,X,,,,,,,,,,X,,X,X,X,,X,X,X,X,X,X,X,X,0101,0102,0103,,,,,,,,,,0401,,0501,0502,0503,,0602,0701,0702,0703,0704,0705,0706,0707
 CL,Portal de Revistas Científicas,"El Portal de Revistas Científicas es un sistema de gestión en línea que centraliza procesos de postulación para obtener el código ISSN, y la indización en Latindex y en SciELO Chile. En los casos de ISSN y Latindex existe ventanilla abierta, es decir, se puede postular todo el año. Para el caso de SciELO Chile hay un periodo de postulación que es informado por la ANID oportunamente.",https://revistascientificas.informacioncientifica.cl/,"latindex@anid.cl, scielo@anid.cl","0101,0102,0103,0401,0701,0702,0703",X,X,X,,,,,,,,,,X,,,,,,,X,X,X,,,,,0101,0102,0103,,,,,,,,,,0401,,,,,,,0701,0702,0703,,,,
 CL,ISSN Chile,"En Chile, la Agencia Nacional de Investigación y Desarrollo (ANID) es la encargada de la coordinación del Centro Nacional de la Red ISSN, única entidad responsable, de asignar números de ISSN de identificación único a las publicaciones seriadas o a cualquier otro recurso continuo, y/o recurso integrado editado en Chile; de mantener, actualizar la base de datos local VIRTUA de ISSN y realizar seguimiento a las publicaciones a las cuales se les ha asignado ISSN para medir el cumplimiento con la normativa y de esta forma poder validar el registro definitivamente en la base de datos VIRTUA. Así también, difundir y promover el sistema y establecer contacto con las comunidades que publican en el país. La asignación de ISSN es un servicio que no tiene costo y se debe completar un formulario en http://revistascientificas.informacioncientifica.cl/ De esta forma la ANID permite que el conocimiento producido en Chile sea ubicable en bases de datos y catálogos bibliográficos, facilitando su descubrimiento y utilización por parte de investigadores y la ciudadanía en general. Es una medida crucial para garantizar la visibilidad, accesibilidad y credibilidad de las publicaciones, favoreciendo su descubrimiento e impacto en escenarios locales y globales.",https://anid.cl/issn-2/,issn@anid.cl,"0101,0102,0103,0401,0701,0702,0703",X,X,X,,,,,,,,,,X,,,,,,,X,X,X,,,,,0101,0102,0103,,,,,,,,,,0401,,,,,,,0701,0702,0703,,,,
 CL,Fondo para Publicación de Revistas Científicas,"El Fondo de Publicación de Revistas Científicas de la ANID apoya financieramente la ejecución de proyectos orientados a perfeccionar la versión electrónica de revistas científicas nacionales de acceso abierto indizadas en las bases de datos Web of Science, SCOPUS y/o SciELO Chile para elevar la calidad general de las publicaciones y su visibilidad, facilitando la comunicación y difusión de los resultados de investigación.",https://anid.cl/redes-estrategia-y-conocimiento/concurso-fondo-de-publicacion-de-revistas-cientificas/,https://ayuda.anid.cl/hc/es,"0101,0102,0103,0701,0702,0704,0705",X,X,X,,,,,,,,,,,,,,,,,X,X,,X,X,,,0101,0102,0103,,,,,,,,,,,,,,,,,0701,0702,,0704,0705,,
 CL,Adhesión a CoARA,"Desde el 26 de octubre de 2023 la ANID forma parte de la Coalition for Advancing Research Assessment (CoARA), luego de firmar el Acuerdo sobre Reforma de la Evaluación de la Investigación (ARRA: Agreement on Reforming Research Assessment) y solicitar ser miembro de la Coalición. La ANID fue la primera organización en Chile en firmar el Acuerdo y ser miembro de la Coalición y hoy cuenta con un Grupo de Trabajo sobre evaluación de la investigación formado por representantes de todas las subdirecciones de la Agencia.",https://acceso-abierto.anid.cl/anid-coara/,cienciaabierta@anid.cl,"0501,0502,0701,0702,0704,0705,0707",,,,,,,,,,,,,,,X,X,,,,X,X,,X,X,,X,,,,,,,,,,,,,,,0501,0502,,,,0701,0702,,0704,0705,,0707
 CL,Plan de Gestión de Datos,"Desde 2023, la ANID solicita a los proyectos afectos a las obligaciones de la Política de Acceso Abierto a Información Científica y a Datos de Investigación financiados con fondos públicos de la Agencia completar y enviar a través del formulario disponible en el Repositorio de Producción Científica ANID el Plan de Gestión de Datos que se debe actualizar y complementar cada vez que se entreguen a la ANID los informes parciales y el informe final, según lo soliciten en las bases del concurso que financia el proyecto.",https://repositorio.anid.cl/pgd,inforepo@anid.cl,"0102,0401,0502,0503,0601,0701,0702,0703,0704,0706",,X,,,,,,,,,,,X,,,X,X,X,,X,X,X,X,,X,,,0102,,,,,,,,,,,0401,,,0502,0503,0601,,0701,0702,0703,0704,,0706,
 CL,"Acciones de Difusión, Formación y Capacitación","Como parte de la implementación de la Política de Acceso a la Información Científica y a Datos de Investigación Financiados con Fondos Públicos de la ANID se ponen a disposición de la comunidad recursos de difusión, formación y capacitación que contribuyen a impulsar las iniciativas de acceso abierto y ciencia abierta en Chile. Se pueden encontrar en sitio https://acceso-abierto.anid.cl/ los Seminarios Internacional de Conocimiento Abierto de los años 2021 y 2022, el Seminario Internacional de Evaluación Justa de la Ciencia del año 2024, videos, manuales, glosario, preguntas frecuentes, noticias, archivos y documentos relacionados, información sobre los proyectos InES Ciencia Abierta y el plan de gestión de datos, por mencionar algunos. Se invita a la comunidad a seguir las cuentas de redes sociales @ANID_Abierta en X y anid_abierta en IG.",https://acceso-abierto.anid.cl/,cienciaabierta@anid.cl,"0103,0701,0704,0705,0706,0707",,,X,,,,,,,,,,,,,,,,,X,,,X,X,X,X,,,0103,,,,,,,,,,,,,,,,,0701,,,0704,0705,0706,0707
 CL,ANID Territorios,ANID Territorios es una plataforma de la Agencia Nacional de Investigación y Desarrollo (ANID) que pone énfasis en la mirada territorial y entrega información de actualidad y datos estadísticos relacionados con el desarrollo de la CTCI en cada una de las macrozonas y regiones de Chile. Como servicio está construido de manera colaborativa y busca contribuir a lograr una mayor vinculación y articulación entre los diferentes actores para fortalecer una práctica colaborativa desde y para los territorios y ser capaz de recoger las particularidades de cada unidad territorial.,https://territorios.anid.cl/,territorios@anid.cl,"0303,0401,0502,0701,0702,0703",,,,,,,,,,,,X,X,,,X,,,,X,X,X,,,,,,,,,,,,,,,,0303,0401,,,0502,,,,0701,0702,0703,,,,
 CL,Equipamiento para investigación,"A través de este Buscador de Equipos se puede encontrar información de identificación, descripción y uso del equipamiento científico y tecnológico financiado por la Agencia Nacional de Investigación y Desarrollo (ANID) con sus instrumentos Equipamiento Mayor y Equipamiento Mediano con el que las instituciones pueden adquirir infraestructura para realizar investigación de excelencia y de frontera a nivel internacional y fomentar el desarrollo científico-tecnológico de Chile.",https://servicios.anid.cl/buscadorequipos/?_gl=1*1l3tvsv*_ga*MTQzNzc4NTUxMC4xNzI5Mjc1OTIw*_ga_LHBZ72H1Z5*MTczMTY4MjM4OC40OC4xLjE3MzE2ODI1MzguMC4wLjA.#/,https://ayuda.anid.cl/hc/es,"0101,0102,0103,0402,0502,0701,0702,0703,0704,0706,0707",X,X,X,,,,,,,,,,,X,,X,,,,X,X,X,X,,X,X,0101,0102,0103,,,,,,,,,,,0402,,0502,,,,0701,0702,0703,0704,,0706,0707
 CL,"Política Nacional de Ciencia, Tecnología, Conocimiento e Innovación","Este documento elaborado en el marco de la nueva institucionalidad que creó el Ministerio de Ciencia, Tecnología, Conocimiento e Innovación (Ley núm. 21105) promueve y articula, en conexión con otras estrategias del país, las capacidades en CTCI poniéndolas al servicio de las personas y del desarrollo de Chile. ",https://www.minciencia.gob.cl/el-ministerio/politica-nacional-de-ctci/,https://siac.minciencia.gob.cl/web,"0601,0701,0702",,,,,,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,0601,,0701,0702,,,,,
 CL,"Estrategia Nacional de Ciencia, Tecnología, Conocimiento e Innovación para el Desarrollo","Documento que aborda los desafíos y oportunidades de desarrollo de Chile y sus regiones. Entrega orientaciones para fortalecer el Ecosistema CTCI y propone cinco catalizadores que buscan movilizar y acelerar la capacidad transformadora que tiene la CTCI para contribuir a un desarrollo sostenible e integral: que haga sentido a las personas, que esté al servicio de los desafíos país y las necesidades de los habitantes, que sea un aporte crítico para conseguir la sustentabilidad de los ecosistemas y la preservación de la biodiversidad, su rol en la complementación público-privada y la educación en CTCI como pilar fundamental del desarrollo.",https://docs.consejoctci.cl/documento/estrategia-nacional-de-ciencia-tecnologia-conocimiento-e-innovacion-para-el-desarrollo-de-chile-2022/,consejo@consejoctci.cl,"0601,0701,0702",,,,,,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,0601,,0701,0702,,,,,
 CL, LA Referencia,"Chile es socio fundador de la Red Latinoamericana para la Ciencia Abierta – LA Referencia – y genera iniciativas nacionales para fomentar el uso de repositorios abiertos, junto con impulsar prácticas de acceso abierto y ciencia abierta en el territorio, a través de instrumentos financiados por la ANID y por la implementación de la Política de Acceso Abierto a la Información Científica y a Datos de Investigación. Es signatario de los principales acuerdos de LA Referencia. Hoy cosecha SciELO Chile y el Repositorio de Producción Científica ANID.",https://www.lareferencia.info/es/nodos/chile,inforepo@anid.cl,"0101,0701,0702,0703,0704,0706,0707",X,,,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,0101,,,,,,,,,,,,,,,,,,,0701,0702,0703,0704,,0706,0707
EC,NODO RDA,Conformación de nodo RDA,,,"0101,0705",X,,,,,,,,,,,,,,,,,,,,,,,X,,,0101,,,,,,,,,,,,,,,,,,,,,,,0705,,
EC,Infraestructura tecnológica de Ciencia Abierta y colaboración en proyectos internacionales,"Ecuador está enfocado en desarrollar una infraestructura tecnológica robusta para respaldar la Ciencia Abierta. Además, colabora en proyectos de fondos internacionales para mejorar las plataformas relacionadas con datos e información generados por la comunidad académica y científica en el país.",,,"0701,0704",,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,0701,,,0704,,,
EC,Red de Repositorio de Acceso Abierto del Ecuador (RRAAE) y Biblioteca Digital Ecuatoriana,"La RRAAE, gestionada por CEDIA, ofrece servicios de recolección y difusión de información digital de acceso abierto de instituciones de educación superior en Ecuador. La Biblioteca Digital Ecuatoriana, a cargo del Consorcio de Bibliotecas Universitarias, actúa como repositorio y ofrece asesoramiento en herramientas bibliográficas y edición académica.",https://rraae.cedia.edu.ec/,info@cedia.org.ec,"0101,0401,0703,0705",X,,,,,,,,,,,,X,,,,,,,,,X,,X,,,0101,,,,,,,,,,,,0401,,,,,,,,,0703,,0705,,
